HomeTeam,FTHG,FTAG,HTHG,HTAG
Huesca,3,3,0,1
Valencia,2,1,1,0
Leganes,1,0,0,0
Sevilla,2,0,1,0
Sociedad,2,1,1,0
Barcelona,2,0,0,0
Girona,1,2,0,0
Real Madrid,2,1,0,1
Vallecano,2,0,1,0
Alaves,1,1,1,0
Betis,2,1,1,1
Celta,3,1,0,1
Getafe,1,0,0,0
Levante,2,2,1,0
Valladolid,0,2,0,0
Ath Madrid,2,0,1,0
Espanol,2,1,1,0
Huesca,0,0,0,0
Sevilla,3,2,1,0
Ath Bilbao,3,2,1,1
Girona,0,1,0,1
Sociedad,1,1,1,0
Valencia,3,1,1,0
Valladolid,2,2,1,1
Leganes,1,1,1,0
Alaves,2,2,2,1
Barcelona,2,1,1,0
Celta,2,1,1,0
Eibar,0,1,0,0
Vallecano,0,0,0,0
Betis,1,2,0,1
Getafe,3,0,2,0
Levante,2,2,0,1
Real Madrid,3,0,0,0
Villarreal,2,1,0,0
Alaves,0,2,0,0
Huesca,2,0,0,0
Valladolid,1,0,0,0
Ath Madrid,3,2,1,1
Espanol,1,1,1,0
Leganes,0,1,0,1
Levante,4,0,2,0
Getafe,0,0,0,0
Sevilla,5,0,0,0
Sociedad,0,1,0,0
Ath Bilbao,1,1,1,1
Ath Madrid,1,0,0,0
Barcelona,1,0,0,0
Leganes,0,0,0,0
Girona,1,0,0,0
Sociedad,2,1,1,0
Valencia,0,1,0,0
Vallecano,1,0,1,0
Villarreal,1,1,1,0
Betis,1,1,0,1
Sevilla,0,3,0,2
Alaves,0,1,0,1
Celta,2,0,0,0
Espanol,3,0,1,0
Levante,4,1,2,0
Eibar,1,0,1,0
Getafe,2,0,1,0
Huesca,2,6,0,5
Real Madrid,3,2,2,1
Valladolid,1,0,1,0
Ath Bilbao,3,1,3,0
Ath Madrid,1,1,1,0
Barcelona,2,0,1,0
Betis,2,1,1,0
Girona,1,2,0,0
Leganes,0,2,0,1
Sociedad,3,1,1,1
Valencia,3,1,2,1
Vallecano,1,2,0,1
Villarreal,1,0,0,0
Alaves,2,1,1,0
Celta,2,2,0,1
Espanol,2,0,0,0
Getafe,2,2,1,1
Huesca,2,1,0,1
Levante,2,2,2,0
Sevilla,2,0,1,0
Valladolid,0,2,0,1
Eibar,2,2,2,2
Real Madrid,0,2,0,0
Ath Bilbao,1,0,0,0
Celta,1,3,0,1
Valencia,1,1,0,0
Mallorca,2,1,1,0
Leganes,0,1,0,0
Villarreal,4,4,1,1
Alaves,1,0,0,0
Espanol,0,2,0,1
Betis,1,2,0,0
Ath Madrid,1,0,1,0
Granada,0,1,0,0
Levante,2,1,0,1
Osasuna,0,0,0,0
Real Madrid,1,1,0,0
Celta,1,0,1,0
Getafe,1,1,1,1
Alaves,0,0,0,0
Mallorca,0,1,0,0
Leganes,0,1,0,0
Barcelona,5,2,1,1
Sevilla,1,1,0,0
Ath Bilbao,2,0,2,0
Osasuna,2,2,1,0
Getafe,1,1,1,1
Levante,2,0,0,0
Betis,2,1,0,0
Valencia,2,0,1,0
Ath Madrid,3,2,1,2
Espanol,0,3,0,1
Villarreal,2,2,1,1
Mallorca,0,0,0,0
Real Madrid,3,2,3,0
Leganes,0,3,0,2
Sociedad,2,0,0,0
Barcelona,5,2,2,1
Eibar,1,2,0,0
Alaves,0,1,0,1
Celta,0,2,0,1
Valladolid,1,1,0,0
Betis,1,1,0,1
Osasuna,0,0,0,0
Villarreal,2,0,0,0
Levante,0,0,0,0
Ath Madrid,0,0,0,0
Granada,2,0,1,0
Getafe,4,2,2,0
Espanol,1,3,0,2
Valencia,1,1,1,1
Ath Bilbao,2,0,1,0
Sevilla,0,1,0,0
Valladolid,1,1,1,1
Betis,3,1,1,1
Barcelona,2,1,2,1
Leganes,1,1,0,0
Mallorca,0,2,0,1
Valencia,3,3,3,1
Real Madrid,2,0,1,0
Eibar,3,2,0,2
Celta,1,1,0,0
Sociedad,3,0,3,0
Villarreal,5,1,1,0
Ath Bilbao,0,1,0,1
Getafe,0,2,0,1
Granada,1,0,1,0
Ath Madrid,0,0,0,0
Espanol,0,2,0,1
Eibar,2,0,0,0
Alaves,2,0,0,0
Levante,1,1,1,0
Sevilla,3,2,1,1
Betis,1,1,0,1
Leganes,1,2,0,1
Real Madrid,4,2,2,0
Valencia,2,1,1,0
Osasuna,2,1,0,1
Mallorca,2,0,1,0
Celta,1,0,0,0
Valladolid,0,0,0,0
Sociedad,1,2,1,0
Barcelona,4,0,3,0
Granada,1,0,1,0
Eibar,0,3,0,1
Ath Madrid,1,1,1,0
Getafe,2,0,0,0
Mallorca,1,0,1,0
Alaves,2,0,0,0
Sociedad,3,1,2,1
Espanol,0,1,0,1
Ath Bilbao,1,1,1,0
Sevilla,1,0,0,0
Villarreal,4,1,1,0
Leganes,1,0,1,0
Valladolid,2,0,2,0
Ath Madrid,2,0,1,0
Celta,0,1,0,0
Granada,1,0,0,0
Levante,0,1,0,1
Sevilla,2,0,0,0
Osasuna,3,1,1,1
Alaves,1,1,0,0
Barcelona,5,1,3,1
Sociedad,1,2,0,2
Valencia,1,1,0,1
Ath Bilbao,3,0,2,0
Betis,2,1,1,0
Real Madrid,5,0,3,0
Eibar,2,1,0,0
Mallorca,2,2,1,0
Getafe,3,1,2,0
Espanol,1,2,1,0
Levante,3,1,0,1
Sevilla,1,1,1,0
Real Madrid,0,0,0,0
Valladolid,3,0,1,0
Villarreal,0,0,0,0
Osasuna,4,2,3,1
Celta,0,1,0,1
Leganes,1,2,1,1
Granada,1,2,1,1
Sociedad,1,1,0,0
Alaves,3,0,2,0
Valencia,2,0,0,0
Eibar,0,4,0,3
Barcelona,4,1,2,1
Mallorca,3,1,2,0
Ath Bilbao,2,1,0,1
Ath Madrid,3,1,1,1
Getafe,0,0,0,0
Betis,1,2,1,1
Levante,2,1,0,0
Leganes,1,2,1,0
Betis,2,1,1,1
Granada,1,1,0,0
Real Madrid,3,1,1,1
Espanol,1,1,1,1
Osasuna,1,2,0,1
Eibar,0,2,0,0
Villarreal,1,3,0,0
Valladolid,0,1,0,1
Celta,0,0,0,0
Alaves,1,2,0,0
Sociedad,4,1,1,1
Mallorca,1,2,0,2
Valencia,2,1,0,0
Sevilla,1,0,0,0
Ath Bilbao,2,0,1,0
Espanol,2,4,1,0
Getafe,4,0,0,0
Ath Madrid,0,1,0,0
Villarreal,0,0,0,0
Real Madrid,2,0,1,0
Granada,3,0,0,0
Levante,2,4,2,1
Barcelona,5,2,4,1
Eibar,0,1,0,0
Betis,3,2,3,1
Valladolid,0,0,0,0
Leganes,3,2,2,0
Osasuna,1,1,1,1
Alaves,1,1,0,1
Granada,1,2,0,0
Sociedad,2,2,1,1
Ath Bilbao,0,0,0,0
Ath Madrid,2,0,0,0
Getafe,2,0,1,0
Celta,2,2,1,1
Espanol,2,2,2,1
Sevilla,1,2,0,1
Valencia,1,1,0,0
Barcelona,0,0,0,0
Eibar,3,0,2,0
Mallorca,0,2,0,1
Barcelona,4,1,2,0
Villarreal,1,0,0,0
Valladolid,1,1,0,0
Leganes,2,0,1,0
Osasuna,3,4,1,3
Betis,1,2,0,0
Levante,3,1,0,1
Real Madrid,0,0,0,0
Valladolid,2,2,1,2
Sevilla,1,1,0,1
Valencia,1,0,1,0
Getafe,0,3,0,1
Ath Madrid,2,1,2,1
Espanol,2,2,1,0
Granada,1,0,1,0
Sociedad,1,2,1,0
Alaves,1,1,1,0
Celta,1,1,0,0
Leganes,0,3,0,3
Levante,0,1,0,0
Real Madrid,2,1,0,0
Osasuna,0,0,0,0
Eibar,2,0,1,0
Mallorca,4,1,3,0
Betis,3,0,2,0
Villarreal,1,2,0,1
Ath Bilbao,1,1,0,0
Barcelona,1,0,0,0
Osasuna,2,0,0,0
Espanol,1,1,0,1
Valencia,2,0,0,0
Alaves,1,2,0,1
Sevilla,2,0,2,0
Ath Madrid,0,0,0,0
Celta,0,0,0,0
Getafe,1,0,0,0
Sociedad,3,0,0,0
Valladolid,0,1,0,0
Granada,2,1,1,1
Real Madrid,1,0,0,0
Mallorca,0,1,0,0
Valencia,1,0,0,0
Leganes,2,1,0,1
Eibar,1,1,1,1
Ath Bilbao,0,2,0,1
Sevilla,1,1,0,0
Villarreal,3,1,1,0
Barcelona,2,1,2,0
Alaves,2,1,0,0
Levante,2,0,2,0
Getafe,3,0,0,0
Valladolid,1,1,1,0
Ath Madrid,1,0,1,0
Espanol,1,0,0,0
Sociedad,2,1,0,0
Osasuna,1,4,1,2
Celta,2,1,0,1
Betis,2,3,2,2
Valencia,2,2,1,2
Mallorca,1,0,0,0
Barcelona,2,1,2,0
Villarreal,2,1,1,0
Granada,2,1,0,0
Sevilla,2,2,1,1
Leganes,0,0,0,0
Ath Bilbao,0,1,0,1
Real Madrid,2,2,0,1
Betis,3,3,2,2
Celta,1,0,0,0
Barcelona,5,0,3,0
Sociedad,3,0,2,0
Levante,1,0,0,0
Osasuna,0,3,0,3
Alaves,2,1,1,1
Valladolid,2,1,0,0
Getafe,0,3,0,1
Ath Madrid,3,1,1,1
Sociedad,1,0,0,0
Eibar,3,0,1,0
Valencia,2,1,0,0
Leganes,1,1,0,0
Granada,0,0,0,0
Sevilla,3,2,2,0
Ath Bilbao,1,0,0,0
Espanol,1,1,1,0
Mallorca,0,1,0,0
Real Madrid,2,0,0,0
Alaves,1,1,0,1
Eibar,1,2,0,1
Ath Madrid,2,2,2,2
Barcelona,1,0,0,0
Getafe,0,0,0,0
Osasuna,1,0,0,0
Valladolid,1,4,0,2
Levante,1,1,1,0
Villarreal,1,2,1,0
Betis,2,1,1,1
Eibar,1,2,0,1
Sevilla,2,0,0,0
Granada,2,1,0,1
Valencia,1,1,0,0
Espanol,2,0,1,0
Celta,0,1,0,0
Leganes,1,2,0,1
Mallorca,0,4,0,2
Ath Bilbao,1,1,1,1
Real Madrid,3,1,3,0
Sociedad,1,1,0,1
Levante,1,1,0,0
Betis,2,2,0,1
Getafe,0,0,0,0
Villarreal,1,0,1,0
Barcelona,2,0,1,0
Eibar,2,2,1,1
Valladolid,0,0,0,0
Osasuna,0,5,0,1
Alaves,2,0,0,0
Real Madrid,3,0,0,0
Granada,0,1,0,1
Mallorca,1,1,1,0
Sevilla,0,0,0,0
Espanol,1,3,1,1
Ath Bilbao,1,0,1,0
Getafe,1,1,1,1
Ath Madrid,1,0,0,0
Celta,6,0,4,0
Valencia,2,0,2,0
Sociedad,1,2,0,0
Villarreal,2,2,2,1
Leganes,0,0,0,0
Levante,0,1,0,1
Valladolid,1,1,1,1
Barcelona,1,0,0,0
Alaves,0,1,0,0
Sociedad,0,1,0,1
Real Madrid,2,0,1,0
Eibar,1,0,1,0
Betis,1,0,0,0
Sevilla,1,1,0,1
Ath Bilbao,3,1,2,0
Celta,2,2,0,1
Osasuna,2,1,1,0
Ath Madrid,2,1,0,0
Levante,4,2,2,0
Villarreal,2,0,2,0
Granada,1,2,0,1
Espanol,0,1,0,1
Getafe,2,1,1,0
Mallorca,5,1,3,0
Leganes,0,3,0,2
Barcelona,2,2,1,1
Alaves,0,2,0,1
Valencia,0,2,0,1
Betis,0,2,0,2
Valladolid,0,0,0,0
Eibar,0,2,0,1
Sociedad,2,1,0,1
Real Madrid,1,0,0,0
Ath Madrid,3,0,2,0
Celta,1,1,1,0
Valladolid,1,0,0,0
Granada,2,2,0,0
Ath Bilbao,0,1,0,0
Espanol,0,1,0,0
Osasuna,0,0,0,0
Villarreal,1,4,1,3
Levante,1,1,1,1
Sevilla,1,0,0,0
Valencia,2,1,1,0
Celta,1,1,0,1
Betis,3,0,2,0
Getafe,1,3,0,0
Barcelona,1,0,0,0
Eibar,0,0,0,0
Mallorca,2,0,1,0
Ath Bilbao,1,2,1,0
Sociedad,2,3,0,2
Real Madrid,2,0,1,0
Osasuna,2,1,1,1
Valladolid,0,1,0,1
Ath Madrid,1,0,0,0
Espanol,0,2,0,2
Levante,1,2,0,2
Leganes,1,0,1,0
Sevilla,2,0,1,0
Alaves,0,0,0,0
Villarreal,1,2,0,0
Granada,1,2,0,2
Eibar,3,1,2,0
Ath Bilbao,0,2,0,0
Barcelona,1,2,0,1
Betis,1,2,0,0
Celta,2,3,2,2
Getafe,0,2,0,0
Mallorca,1,2,1,1
Real Madrid,2,1,1,0
Sociedad,0,0,0,0
Valencia,1,0,1,0
Alaves,0,5,0,3
Valladolid,2,0,1,0
Villarreal,4,0,0,0
Ath Madrid,1,1,1,0
Espanol,0,0,0,0
Granada,4,0,1,0
Leganes,2,2,1,1
Levante,1,0,0,0
Osasuna,2,2,1,1
Sevilla,1,0,0,0
Eibar,0,0,0,0
Granada,2,0,0,0
Cadiz,0,2,0,1
Alaves,0,1,0,0
Valladolid,1,1,1,0
Villarreal,1,1,0,1
Valencia,4,2,2,2
Villarreal,2,1,0,0
Getafe,1,0,0,0
Celta,2,1,1,0
Huesca,0,2,0,1
Betis,2,0,2,0
Granada,2,1,1,1
Sociedad,0,0,0,0
Alaves,0,0,0,0
Valencia,1,1,1,0
Elche,0,3,0,0
Betis,2,3,2,1
Osasuna,1,3,1,1
Eibar,1,2,0,1
Ath Madrid,6,1,1,0
Cadiz,1,3,0,0
Valladolid,1,1,0,1
Barcelona,4,0,4,0
Sociedad,0,1,0,0
Getafe,3,0,3,0
Huesca,0,0,0,0
Villarreal,3,1,2,1
Eibar,0,1,0,1
Real Madrid,1,0,0,0
Ath Bilbao,0,1,0,0
Sevilla,1,0,0,0
Celta,0,3,0,1
Valladolid,1,2,1,1
Ath Madrid,0,0,0,0
Elche,0,0,0,0
Sociedad,3,0,1,0
Valencia,0,2,0,1
Osasuna,2,0,1,0
Alaves,1,0,0,0
Levante,0,2,0,1
Cadiz,1,1,0,1
Barcelona,1,1,1,1
Granada,1,0,0,0
Celta,0,2,0,1
Real Madrid,0,1,0,1
Getafe,1,0,0,0
Eibar,0,0,0,0
Ath Bilbao,2,0,0,0
Villarreal,2,1,1,1
Alaves,0,2,0,1
Huesca,2,2,0,1
Betis,0,3,0,1
Elche,2,1,2,0
Barcelona,1,3,1,1
Osasuna,1,0,0,0
Sevilla,0,1,0,1
Ath Madrid,2,0,0,0
Valladolid,0,2,0,0
Cadiz,0,0,0,0
Getafe,0,1,0,1
Sociedad,4,1,1,0
Levante,1,1,0,0
Eibar,0,2,0,2
Real Madrid,4,1,2,0
Ath Bilbao,2,1,0,1
Osasuna,1,3,0,1
Alaves,1,1,1,0
Betis,3,1,2,0
Celta,1,4,0,2
Granada,1,1,1,1
Valencia,2,2,1,0
Villarreal,2,0,2,0
Elche,1,1,1,1
Huesca,1,1,0,1
Barcelona,5,2,1,1
Sevilla,1,0,0,0
Ath Madrid,4,0,2,0
Getafe,1,3,1,2
Sociedad,2,0,2,0
Levante,1,1,0,1
Valladolid,2,1,1,0
Valencia,4,1,2,1
Osasuna,1,1,0,1
Levante,1,1,1,0
Villarreal,1,1,0,1
Sevilla,4,2,2,2
Ath Madrid,1,0,1,0
Eibar,0,0,0,0
Cadiz,0,1,0,0
Granada,1,3,0,1
Alaves,2,2,2,0
Ath Bilbao,4,0,2,0
Valladolid,1,1,0,0
Elche,1,1,1,0
Valencia,0,1,0,0
Huesca,0,1,0,0
Real Madrid,1,2,0,1
Barcelona,4,0,2,0
Getafe,1,1,0,1
Celta,3,1,1,1
Sociedad,1,1,1,1
Betis,0,2,0,0
Ath Bilbao,0,2,0,0
Levante,3,0,2,0
Sevilla,0,1,0,0
Ath Madrid,2,0,0,0
Cadiz,2,1,1,0
Granada,3,3,1,1
Osasuna,0,2,0,0
Villarreal,0,0,0,0
Alaves,0,0,0,0
Eibar,0,0,0,0
Valladolid,3,2,1,2
Valencia,2,2,1,0
Getafe,0,1,0,0
Huesca,1,0,0,0
Real Madrid,2,0,1,0
Sociedad,1,1,1,0
Betis,1,1,0,1
Elche,0,1,0,1
Barcelona,1,0,0,0
Celta,4,0,4,0
Real Madrid,3,1,1,0
Barcelona,2,1,2,1
Ath Bilbao,2,0,0,0
Ath Madrid,3,1,1,0
Barcelona,2,2,1,1
Levante,2,1,1,1
Osasuna,1,3,0,2
Sevilla,1,1,1,0
Celta,2,0,1,0
Granada,2,0,2,0
Cadiz,0,2,0,1
Eibar,1,3,1,2
Elche,2,2,0,1
Valencia,0,1,0,0
Huesca,1,1,1,0
Sociedad,0,2,0,0
Valladolid,0,3,0,2
Villarreal,1,1,0,1
Getafe,1,1,1,1
Real Madrid,2,0,0,0
Alaves,2,1,2,1
Betis,1,0,0,0
Sevilla,2,0,1,0
Barcelona,1,1,0,0
Cadiz,0,0,0,0
Levante,4,3,3,1
Granada,2,1,1,1
Ath Madrid,1,0,1,0
Celta,2,1,1,0
Elche,1,1,0,1
Ath Bilbao,0,1,0,1
Osasuna,1,1,0,0
Villarreal,2,1,1,0
Betis,1,1,0,0
Getafe,0,1,0,1
Real Madrid,2,0,1,0
Ath Bilbao,1,0,1,0
Alaves,1,2,0,1
Eibar,2,0,0,0
Sociedad,1,1,0,1
Huesca,0,1,0,1
Valencia,1,1,0,0
Ath Bilbao,2,3,1,2
Celta,0,4,0,4
Sevilla,3,2,2,2
Granada,0,4,0,3
Osasuna,0,0,0,0
Levante,2,1,0,0
Cadiz,3,1,1,1
Valladolid,0,1,0,0
Elche,1,3,1,1
Huesca,0,2,0,0
Granada,2,0,2,0
Ath Madrid,2,0,1,0
Cadiz,2,2,2,2
Valladolid,2,2,0,2
Alaves,1,2,1,2
Getafe,1,0,0,0
Betis,2,1,2,1
Villarreal,2,2,1,1
Valencia,1,1,0,1
Eibar,1,2,1,1
Levante,2,2,0,0
Huesca,0,0,0,0
Sevilla,3,0,2,0
Sociedad,2,2,0,0
Alaves,1,4,0,3
Osasuna,3,1,2,0
Elche,0,2,0,1
Celta,1,1,1,0
Ath Madrid,3,1,1,1
Ath Bilbao,5,1,1,1
Valladolid,1,3,0,1
Eibar,0,2,0,1
Real Madrid,1,2,1,1
Valencia,1,0,1,0
Villarreal,1,1,1,0
Getafe,0,0,0,0
Cadiz,2,4,1,2
Granada,0,0,0,0
Barcelona,2,1,1,0
Betis,1,0,0,0
Alaves,1,0,0,0
Levante,2,2,1,1
Huesca,1,2,0,0
Elche,2,2,0,2
Sevilla,3,0,0,0
Sociedad,4,1,2,0
Ath Bilbao,1,1,1,0
Osasuna,2,1,1,1
Betis,2,3,1,0
Ath Madrid,2,2,1,1
Real Madrid,2,0,0,0
Celta,3,1,2,0
Granada,1,2,0,0
Sevilla,1,0,0,0
Eibar,1,1,1,1
Barcelona,5,1,2,0
Getafe,0,1,0,1
Real Madrid,2,0,2,0
Levante,0,1,0,0
Villarreal,1,2,0,1
Cadiz,0,4,0,3
Levante,1,1,1,1
Betis,1,0,0,0
Elche,1,0,1,0
Ath Madrid,0,2,0,1
Valencia,2,0,0,0
Valladolid,0,1,0,0
Barcelona,1,1,1,0
Sociedad,4,0,1,0
Huesca,3,2,3,1
Ath Bilbao,1,1,1,1
Osasuna,0,2,0,1
Barcelona,3,0,0,0
Levante,1,1,1,0
Eibar,1,1,0,0
Sevilla,0,2,0,1
Alaves,0,1,0,0
Getafe,3,0,1,0
Celta,1,1,0,0
Cadiz,0,1,0,0
Granada,2,1,1,1
Villarreal,0,2,0,1
Real Madrid,1,1,0,0
Valencia,2,1,0,1
Valladolid,2,1,2,1
Elche,2,1,0,0
Cadiz,1,0,1,0
Osasuna,0,2,0,1
Huesca,3,4,2,2
Ath Madrid,1,1,1,0
Sociedad,1,0,1,0
Ath Bilbao,2,1,1,0
Betis,3,2,0,2
Ath Madrid,2,1,1,1
Levante,1,0,1,0
Alaves,1,1,1,0
Real Madrid,2,1,0,0
Osasuna,0,0,0,0
Getafe,0,0,0,0
Celta,0,0,0,0
Granada,1,0,0,0
Eibar,1,3,0,2
Sevilla,1,0,1,0
Barcelona,4,1,2,1
Sevilla,2,0,1,0
Betis,2,0,0,0
Ath Bilbao,1,1,1,1
Celta,1,3,1,2
Huesca,0,0,0,0
Valladolid,1,1,1,0
Getafe,1,1,0,1
Valencia,2,1,1,0
Villarreal,2,1,1,0
Ath Madrid,1,0,0,0
Sociedad,1,6,0,2
Levante,0,2,0,1
Granada,0,3,0,2
Real Madrid,2,0,1,0
Osasuna,0,0,0,0
Alaves,1,3,0,3
Elche,1,1,1,1
Cadiz,2,1,1,1
Sevilla,1,0,0,0
Barcelona,1,0,0,0
Sociedad,1,1,0,0
Huesca,3,1,2,1
Getafe,0,1,0,0
Ath Bilbao,0,0,0,0
Eibar,0,1,0,1
Real Madrid,2,1,2,0
Villarreal,1,2,0,0
Valencia,2,2,0,2
Valladolid,1,2,1,0
Betis,1,1,1,1
Celta,3,4,3,2
Osasuna,2,0,1,0
Sociedad,1,2,1,2
Alaves,1,0,0,0
Ath Madrid,5,0,2,0
Betis,2,2,2,1
Cadiz,0,0,0,0
Getafe,0,0,0,0
Levante,1,5,1,2
Levante,0,1,0,0
Osasuna,3,1,2,1
Betis,0,0,0,0
Alaves,2,1,1,0
Elche,1,1,1,0
Cadiz,0,3,0,3
Ath Madrid,2,0,1,0
Granada,4,1,2,0
Sociedad,2,1,2,1
Barcelona,5,2,3,1
Elche,1,0,1,0
Valladolid,1,1,1,0
Valencia,1,1,0,0
Real Madrid,0,0,0,0
Huesca,0,2,0,1
Villarreal,1,2,1,2
Celta,2,1,1,0
Sevilla,2,1,1,0
Ath Bilbao,2,1,1,0
Eibar,0,1,0,1
Ath Bilbao,2,2,1,0
Barcelona,1,2,1,0
Celta,2,0,0,0
Eibar,3,0,1,0
Elche,0,1,0,1
Huesca,1,0,0,0
Real Madrid,2,0,0,0
Valladolid,1,1,0,0
Villarreal,1,0,0,0
Granada,0,1,0,1
Valencia,2,3,0,0
Sevilla,0,1,0,0
Sociedad,2,0,0,0
Alaves,2,2,1,2
Barcelona,0,0,0,0
Cadiz,2,1,2,1
Ath Bilbao,2,2,1,1
Getafe,0,1,0,0
Valencia,3,0,1,0
Villarreal,2,4,1,3
Real Madrid,2,2,0,1
Betis,2,1,1,0
Osasuna,3,2,1,0
Elche,0,2,0,1
Levante,3,3,0,2
Sevilla,1,0,0,0
Celta,1,0,1,0
Huesca,1,0,0,0
Ath Madrid,2,1,2,0
Valladolid,0,2,0,0
Eibar,1,1,0,1
Granada,1,4,0,2
Alaves,4,2,2,1
Ath Bilbao,0,1,0,0
Ath Madrid,2,1,0,0
Barcelona,1,2,1,1
Betis,1,0,0,0
Cadiz,1,3,1,0
Getafe,2,1,1,1
Sociedad,4,1,4,0
Valencia,4,1,3,1
Villarreal,4,0,1,0
Levante,2,2,1,2
Celta,2,3,1,0
Eibar,0,1,0,0
Elche,2,0,1,0
Huesca,0,0,0,0
Osasuna,0,1,0,0
Real Madrid,2,1,0,1
Valladolid,1,2,1,0
Granada,0,0,0,0
Sevilla,1,0,0,0
Valencia,1,0,1,0
Cadiz,1,1,0,1
Mallorca,1,1,1,0
Alaves,1,4,0,0
Osasuna,0,0,0,0
Celta,1,2,0,1
Barcelona,4,2,2,0
Sevilla,3,0,1,0
Villarreal,0,0,0,0
Elche,0,0,0,0
Betis,1,1,1,1
Alaves,0,1,0,0
Espanol,0,0,0,0
Granada,1,1,1,0
Ath Bilbao,1,1,0,0
Sociedad,1,0,0,0
Ath Madrid,1,0,1,0
Levante,3,3,0,1
Getafe,0,1,0,0
Osasuna,0,0,0,0
Mallorca,1,0,1,0
Valencia,3,0,2,0
Celta,0,1,0,1
Elche,1,1,1,1
Sociedad,1,0,1,0
Betis,0,1,0,0
Barcelona,2,1,2,1
Cadiz,2,3,1,0
Vallecano,4,0,3,0
Ath Madrid,2,2,0,0
Levante,1,1,1,0
Ath Bilbao,2,0,0,0
Espanol,1,2,1,0
Osasuna,1,4,1,1
Cadiz,0,2,0,0
Real Madrid,5,2,1,2
Getafe,0,1,0,0
Granada,1,2,0,1
Celta,1,2,0,2
Vallecano,3,0,1,0
Ath Madrid,0,0,0,0
Elche,1,1,1,0
Alaves,0,2,0,2
Mallorca,0,0,0,0
Sociedad,0,0,0,0
Betis,2,2,2,1
Valencia,1,2,0,0
Barcelona,1,1,0,1
Getafe,1,2,1,0
Ath Bilbao,1,2,1,1
Levante,0,2,0,0
Espanol,1,0,0,0
Sevilla,3,1,3,1
Real Madrid,6,1,3,1
Villarreal,4,1,2,1
Granada,2,3,1,0
Osasuna,1,3,1,1
Cadiz,0,0,0,0
Alaves,1,0,1,0
Valencia,1,1,0,0
Sevilla,2,0,1,0
Real Madrid,0,0,0,0
Mallorca,2,3,2,1
Barcelona,3,0,2,0
Sociedad,1,0,0,0
Vallecano,3,1,2,1
Betis,2,0,1,0
Celta,1,0,0,0
Ath Bilbao,1,0,1,0
Osasuna,1,0,0,0
Mallorca,1,0,0,0
Cadiz,0,0,0,0
Ath Madrid,2,0,2,0
Elche,1,0,0,0
Espanol,2,1,1,0
Getafe,1,1,1,0
Villarreal,2,0,1,0
Granada,1,0,1,0
Levante,0,0,0,0
Sociedad,1,0,0,0
Vallecano,2,1,1,1
Celta,0,1,0,0
Villarreal,1,2,0,1
Barcelona,3,1,2,1
Alaves,0,1,0,0
Espanol,2,0,1,0
Osasuna,1,1,1,0
Valencia,2,2,0,2
Cadiz,0,2,0,1
Elche,2,2,1,0
Ath Bilbao,2,1,1,1
Sevilla,5,3,3,1
Barcelona,1,2,0,1
Betis,3,2,2,1
Ath Madrid,2,2,0,1
Getafe,0,3,0,0
Alaves,1,0,0,0
Espanol,1,1,1,0
Villarreal,3,3,1,2
Mallorca,1,1,1,0
Vallecano,1,0,1,0
Betis,4,1,2,1
Real Madrid,0,0,0,0
Celta,0,2,0,0
Granada,1,1,0,1
Levante,2,2,1,1
Elche,1,2,0,1
Sevilla,2,0,1,0
Valencia,2,0,1,0
Barcelona,1,1,0,0
Cadiz,1,1,0,1
Ath Madrid,3,0,1,0
Getafe,2,1,1,1
Sociedad,1,1,0,0
Vallecano,0,0,0,0
Levante,0,3,0,2
Ath Bilbao,0,1,0,1
Espanol,2,0,2,0
Celta,3,3,0,3
Alaves,2,1,0,1
Real Madrid,2,1,2,0
Villarreal,1,0,1,0
Valencia,3,3,0,1
Mallorca,2,2,0,0
Osasuna,0,2,0,0
Betis,0,2,0,0
Levante,0,0,0,0
Celta,1,1,0,1
Sevilla,2,2,1,2
Ath Madrid,1,0,0,0
Barcelona,1,0,0,0
Getafe,4,0,1,0
Granada,1,4,1,2
Elche,0,3,0,3
Sociedad,0,0,0,0
Vallecano,3,1,2,0
Ath Bilbao,2,2,1,2
Alaves,1,2,1,1
Valencia,1,1,1,0
Mallorca,0,0,0,0
Villarreal,1,3,0,0
Betis,3,1,0,1
Espanol,1,0,0,0
Cadiz,1,4,0,0
Real Madrid,2,1,1,1
Osasuna,1,1,1,1
Real Madrid,1,0,1,0
Granada,2,1,1,0
Sevilla,1,0,1,0
Barcelona,0,1,0,0
Ath Madrid,1,2,0,0
Sociedad,0,2,0,0
Vallecano,1,0,0,0
Elche,3,1,1,0
Levante,0,0,0,0
Celta,1,2,1,1
Getafe,0,0,0,0
Mallorca,0,0,0,0
Espanol,4,3,1,2
Alaves,1,1,0,1
Valencia,2,1,1,0
Ath Bilbao,0,1,0,1
Villarreal,2,0,2,0
Osasuna,2,2,1,1
Betis,4,0,1,0
Real Madrid,2,0,1,0
Cadiz,1,1,1,0
Celta,3,1,1,0
Vallecano,2,0,2,0
Sociedad,1,3,1,1
Barcelona,3,2,2,0
Sevilla,2,1,1,1
Granada,4,1,1,1
Ath Bilbao,3,2,1,1
Getafe,1,0,0,0
Real Madrid,0,0,0,0
Levante,3,4,2,1
Villarreal,5,2,2,1
Sevilla,1,1,1,1
Granada,2,1,1,1
Ath Bilbao,1,2,1,2
Valencia,1,2,0,0
Getafe,1,0,1,0
Ath Madrid,2,0,1,0
